product_name,url,sku,overall_rating,rating,headline,review,sentiment,date,author
Bahi Detergent Powder - Lavander 8 kg+ 1 kg LS,https://www.jumia.com.eg/bahi-detergent-powder-lavander-8-kg-1-kg-ls-53880379.html,BA052FF1LXNZ7NAFAMZ,4.6 out of 5,5 out of 5,ممتاز,ممتاز,neutral,18-05-2025,by magdy
Bahi Detergent Powder - Lavander 8 kg+ 1 kg LS,https://www.jumia.com.eg/bahi-detergent-powder-lavander-8-kg-1-kg-ls-53880379.html,BA052FF1LXNZ7NAFAMZ,4.6 out of 5,5 out of 5,مسحوق ممتاز,بينضف وريحته جميلة بتثبت فى الملابس لوقت طويل وسعره معقول مقارنة بالمساحيق الأخرى,neutral,11-05-2025,by Maha
Bahi Detergent Powder - Lavander 8 kg+ 1 kg LS,https://www.jumia.com.eg/bahi-detergent-powder-lavander-8-kg-1-kg-ls-53880379.html,BA052FF1LXNZ7NAFAMZ,4.6 out of 5,5 out of 5,جميل جدا وممتاز,جميل جدا وممتاز,neutral,11-05-2025,by Sayed
Bahi Detergent Powder - Lavander 8 kg+ 1 kg LS,https://www.jumia.com.eg/bahi-detergent-powder-lavander-8-kg-1-kg-ls-53880379.html,BA052FF1LXNZ7NAFAMZ,4.6 out of 5,5 out of 5,المنتج,منتج جيد,neutral,13-04-2025,by belal
Bahi Detergent Powder - Lavander 8 kg+ 1 kg LS,https://www.jumia.com.eg/bahi-detergent-powder-lavander-8-kg-1-kg-ls-53880379.html,BA052FF1LXNZ7NAFAMZ,4.6 out of 5,5 out of 5,menafox1@gmail.com,سعرو مرتفع شويه عن اى حد فى الشارع,neutral,03-04-2025,by menafox1@gmail.com
Bahi Detergent Powder - Lavander 8 kg+ 1 kg LS,https://www.jumia.com.eg/bahi-detergent-powder-lavander-8-kg-1-kg-ls-53880379.html,BA052FF1LXNZ7NAFAMZ,4.6 out of 5,5 out of 5,منتج جيد,منتج جيد بسعر معقول,neutral,03-04-2025,by يارا ابراهيم
Bahi Detergent Powder - Lavander 8 kg+ 1 kg LS,https://www.jumia.com.eg/bahi-detergent-powder-lavander-8-kg-1-kg-ls-53880379.html,BA052FF1LXNZ7NAFAMZ,4.6 out of 5,5 out of 5,ممتاز,تنظيف فائق,neutral,16-03-2025,by ابراهيم
Elc 43Z1 – 43 Inch Frameless Android Smart TV – Black,https://www.jumia.com.eg/elc-43z1-43-inch-frameless-android-smart-tv-black-106806558.html,EL138EL32H7OCNAFAMZ,3.8 out of 5,5 out of 5,ممتاز,كويس جدا,neutral,20-04-2025,by Aber
Elc 43Z1 – 43 Inch Frameless Android Smart TV – Black,https://www.jumia.com.eg/elc-43z1-43-inch-frameless-android-smart-tv-black-106806558.html,EL138EL32H7OCNAFAMZ,3.8 out of 5,1 out of 5,منتج مخالف لامواصفات,لا يوجد رسيفر مدمج كما في الوصف,neutral,07-04-2025,by امين
Elc 43Z1 – 43 Inch Frameless Android Smart TV – Black,https://www.jumia.com.eg/elc-43z1-43-inch-frameless-android-smart-tv-black-106806558.html,EL138EL32H7OCNAFAMZ,3.8 out of 5,5 out of 5,شاشة.جودة.عالية,Nice,positive,23-12-2024,by مصطفي
Elc 43Z1 – 43 Inch Frameless Android Smart TV – Black,https://www.jumia.com.eg/elc-43z1-43-inch-frameless-android-smart-tv-black-106806558.html,EL138EL32H7OCNAFAMZ,3.8 out of 5,4 out of 5,شاشة حلوة,الشاشة جاءت كما بالوصف وصورتها حلوة وخفيفة ف الاستخدام لكن لا تدعم جوجل بلاي، يمكنك تحميل البرامج من المتجر الداعم لها فقط ولحسن الحظ أنه به غالبية التطبيقات اللي بتحتاجها.,neutral,15-12-2024,by عبدالله
Elc 43Z1 – 43 Inch Frameless Android Smart TV – Black,https://www.jumia.com.eg/elc-43z1-43-inch-frameless-android-smart-tv-black-106806558.html,EL138EL32H7OCNAFAMZ,3.8 out of 5,5 out of 5,صورة كويسة,الماتريل كويس وفي مجمل هي حلوة,neutral,10-10-2024,by Asmaa
"Honor 200 - 6.7"" 256GB/12GB Dual SIM 5G Mobile Phone - Emerald Green",https://www.jumia.com.eg/200-6.7-inch-12gb256gb-dual-sim-5g-mobile-phone-emerald-green-honor-mpg3818102.html,HO474MP370QCONAFAMZ,5 out of 5,5 out of 5,جيد,سرعة التوصيل,neutral,08-01-2025,by محمود
Molfix Baby Diapers - Mega Pack - Junior Size 5 - 70 Pieces,https://www.jumia.com.eg/molfix-baby-diapers-mega-pack-junior-size-5-70-pieces-84830090.html,MO711HB05CZEWNAFAMZ,4.3 out of 5,3 out of 5,جيد,يكون اصلي,neutral,27-07-2025,by Amira
Molfix Baby Diapers - Mega Pack - Junior Size 5 - 70 Pieces,https://www.jumia.com.eg/molfix-baby-diapers-mega-pack-junior-size-5-70-pieces-84830090.html,MO711HB05CZEWNAFAMZ,4.3 out of 5,5 out of 5,good,Good material,positive,14-07-2025,by Amany
Molfix Baby Diapers - Mega Pack - Junior Size 5 - 70 Pieces,https://www.jumia.com.eg/molfix-baby-diapers-mega-pack-junior-size-5-70-pieces-84830090.html,MO711HB05CZEWNAFAMZ,4.3 out of 5,5 out of 5,حلوة,حلوة,neutral,14-05-2025,by نرمين
Molfix Baby Diapers - Mega Pack - Junior Size 5 - 70 Pieces,https://www.jumia.com.eg/molfix-baby-diapers-mega-pack-junior-size-5-70-pieces-84830090.html,MO711HB05CZEWNAFAMZ,4.3 out of 5,5 out of 5,حلو,حلو,neutral,14-05-2025,by Nesma
Molfix Baby Diapers - Mega Pack - Junior Size 5 - 70 Pieces,https://www.jumia.com.eg/molfix-baby-diapers-mega-pack-junior-size-5-70-pieces-84830090.html,MO711HB05CZEWNAFAMZ,4.3 out of 5,5 out of 5,جيد,جيد جدا,neutral,08-05-2025,by اسلام
Molfix Baby Diapers - Mega Pack - Junior Size 5 - 70 Pieces,https://www.jumia.com.eg/molfix-baby-diapers-mega-pack-junior-size-5-70-pieces-84830090.html,MO711HB05CZEWNAFAMZ,4.3 out of 5,5 out of 5,رائع,رائع وحش بيسبب حساسية,neutral,12-03-2025,by Aya
Molfix Baby Diapers - Mega Pack - Junior Size 5 - 70 Pieces,https://www.jumia.com.eg/molfix-baby-diapers-mega-pack-junior-size-5-70-pieces-84830090.html,MO711HB05CZEWNAFAMZ,4.3 out of 5,5 out of 5,ممتاز,"كما في الوصف، ليس شورت
ولكنها خفاضات عادية",neutral,10-03-2025,by Mahmoud
Molfix Baby Diapers - Mega Pack - Junior Size 5 - 70 Pieces,https://www.jumia.com.eg/molfix-baby-diapers-mega-pack-junior-size-5-70-pieces-84830090.html,MO711HB05CZEWNAFAMZ,4.3 out of 5,5 out of 5,Original,Good quality but lacks installation notes,positive,09-03-2025,by Moataz
Molfix Baby Diapers - Mega Pack - Junior Size 5 - 70 Pieces,https://www.jumia.com.eg/molfix-baby-diapers-mega-pack-junior-size-5-70-pieces-84830090.html,MO711HB05CZEWNAFAMZ,4.3 out of 5,5 out of 5,السعر معقول,السعر معقول,neutral,13-10-2024,by Salma
Desert Women's Sportive Knit Sneakers – Stylish Printed Design,https://www.jumia.com.eg/desert-womens-sportive-knit-sneakers-stylish-printed-design-132481613.html,DE403FS26D1FBNAFAMZ,4.2 out of 5,2 out of 5,شكلها كويس,"مقاس القالب صغير 
يعني لازم تطلبو اكبر من مقاسكم الطبيعي بنمره",neutral,20-07-2025,by Lamees Abdalmonem
Desert Women's Sportive Knit Sneakers – Stylish Printed Design,https://www.jumia.com.eg/desert-womens-sportive-knit-sneakers-stylish-printed-design-132481613.html,DE403FS26D1FBNAFAMZ,4.2 out of 5,5 out of 5,خامة ممتازه,خامة ممتازه ومريح بس ينقصه فرشه مريحه في الداخل بس هو العموم ممتاز شكرا للتاجر بالتوفيق,neutral,13-07-2025,by Mohamed
Desert Women's Sportive Knit Sneakers – Stylish Printed Design,https://www.jumia.com.eg/desert-womens-sportive-knit-sneakers-stylish-printed-design-132481613.html,DE403FS26D1FBNAFAMZ,4.2 out of 5,4 out of 5,نعل طري نسبيا و مريح,خفيف في الرجلين لكن القالب صغير شوية,neutral,22-06-2025,by مسك
Avuva Passion Fruit Body Bundle – 253ml – 2 PCs,https://www.jumia.com.eg/avuva-passion-fruit-body-bundle-253ml-2-pcs-52768750.html,AV327ST03G12DNAFAMZ,4.4 out of 5,5 out of 5,روعة روعة روعة,الريحة جنان,neutral,17-08-2025,by ابراهيم
Avuva Passion Fruit Body Bundle – 253ml – 2 PCs,https://www.jumia.com.eg/avuva-passion-fruit-body-bundle-253ml-2-pcs-52768750.html,AV327ST03G12DNAFAMZ,4.4 out of 5,5 out of 5,جيد جدا,التخفيض عليه ممتاز ب 150تقريبا,neutral,22-06-2025,by asma
Avuva Passion Fruit Body Bundle – 253ml – 2 PCs,https://www.jumia.com.eg/avuva-passion-fruit-body-bundle-253ml-2-pcs-52768750.html,AV327ST03G12DNAFAMZ,4.4 out of 5,3 out of 5,حلو بس,هو  حلو جدا بس الباك كان متهالك اوي اوي و لازقينه و شكل مش الطف حاجة,neutral,18-05-2025,by Heba Shosha
Avuva Passion Fruit Body Bundle – 253ml – 2 PCs,https://www.jumia.com.eg/avuva-passion-fruit-body-bundle-253ml-2-pcs-52768750.html,AV327ST03G12DNAFAMZ,4.4 out of 5,3 out of 5,تغليف سئ,سوء تغليف,neutral,22-04-2025,by Ahmed
Avuva Passion Fruit Body Bundle – 253ml – 2 PCs,https://www.jumia.com.eg/avuva-passion-fruit-body-bundle-253ml-2-pcs-52768750.html,AV327ST03G12DNAFAMZ,4.4 out of 5,5 out of 5,good,..,neutral,09-04-2025,by Nour Eldeen
Avuva Passion Fruit Body Bundle – 253ml – 2 PCs,https://www.jumia.com.eg/avuva-passion-fruit-body-bundle-253ml-2-pcs-52768750.html,AV327ST03G12DNAFAMZ,4.4 out of 5,5 out of 5,راائع,روعه ريحته جميله جدااات,neutral,16-03-2025,by doaa
Avuva Passion Fruit Body Bundle – 253ml – 2 PCs,https://www.jumia.com.eg/avuva-passion-fruit-body-bundle-253ml-2-pcs-52768750.html,AV327ST03G12DNAFAMZ,4.4 out of 5,1 out of 5,هايل جدا,"هايل وريحته قوية وممتاز ممكن الثبات مش أحسن حاجة لكن بيفضل الجسم برائحة لطيفة 
منتجات أڤوفا محترمة إلي حد كبير اشتريت العرض ب 185ج ودا عرض كويس",neutral,10-03-2025,by Nasr
Avuva Passion Fruit Body Bundle – 253ml – 2 PCs,https://www.jumia.com.eg/avuva-passion-fruit-body-bundle-253ml-2-pcs-52768750.html,AV327ST03G12DNAFAMZ,4.4 out of 5,5 out of 5,ريحته تحفه تحسي انك واخده شاور طول الوقت,خطيره بجد,neutral,26-11-2024,by Hayam
Avuva Passion Fruit Body Bundle – 253ml – 2 PCs,https://www.jumia.com.eg/avuva-passion-fruit-body-bundle-253ml-2-pcs-52768750.html,AV327ST03G12DNAFAMZ,4.4 out of 5,4 out of 5,حلو,ريحته حلوه اوي بس مش ثابته خالص,neutral,13-10-2024,by SHROUK
Avuva Passion Fruit Body Bundle – 253ml – 2 PCs,https://www.jumia.com.eg/avuva-passion-fruit-body-bundle-253ml-2-pcs-52768750.html,AV327ST03G12DNAFAMZ,4.4 out of 5,3 out of 5,جيد,ريحته حلوه، بس البودي سبلاش زيرو ثبات,neutral,07-10-2024,by Mohamed
Dice Set Of (3) Ultra Soft Boys Undershirt,https://www.jumia.com.eg/dice-set-of-3-ultra-soft-boys-undershirt-132049531.html,DI195MW1VMPPJNAFAMZ,4.3 out of 5,2 out of 5,حماله اولادى قطن دايس,خامه ممتازه جدا,neutral,13-08-2025,by Hend  ممتاز
Dice Set Of (3) Ultra Soft Boys Undershirt,https://www.jumia.com.eg/dice-set-of-3-ultra-soft-boys-undershirt-132049531.html,DI195MW1VMPPJNAFAMZ,4.3 out of 5,4 out of 5,V good,جيد جدا,neutral,29-06-2025,by Mohammed
Dice Set Of (3) Ultra Soft Boys Undershirt,https://www.jumia.com.eg/dice-set-of-3-ultra-soft-boys-undershirt-132049531.html,DI195MW1VMPPJNAFAMZ,4.3 out of 5,5 out of 5,خامه قطن,كنت طلبه من 2 3 جالي 3 4 بس مافيش فرق كبير الطول عقله صباع فرق,neutral,25-06-2025,by Hú
Jumia Jumia Flyers – Large Size – 50x60 – 50Pcs,https://www.jumia.com.eg/jumia-jumia-flyers-large-size-50x60-50pcs-33488760.html,JU639IP041HZLNAFAMZ,4.2 out of 5,5 out of 5,جيد,جيد وكافى,neutral,12-08-2025,by rehab
Jumia Jumia Flyers – Large Size – 50x60 – 50Pcs,https://www.jumia.com.eg/jumia-jumia-flyers-large-size-50x60-50pcs-33488760.html,JU639IP041HZLNAFAMZ,4.2 out of 5,5 out of 5,جيد,كيس واسع وخامة قوية,neutral,11-08-2025,by Amr
Jumia Jumia Flyers – Large Size – 50x60 – 50Pcs,https://www.jumia.com.eg/jumia-jumia-flyers-large-size-50x60-50pcs-33488760.html,JU639IP041HZLNAFAMZ,4.2 out of 5,4 out of 5,لاصق مكان وضع بوليصة الشحن ضعيف جدا,لاصق مكان وضع بوليصة الشحن ضعيف جدا,neutral,29-07-2025,by بسام
Jumia Jumia Flyers – Large Size – 50x60 – 50Pcs,https://www.jumia.com.eg/jumia-jumia-flyers-large-size-50x60-50pcs-33488760.html,JU639IP041HZLNAFAMZ,4.2 out of 5,5 out of 5,رائع,مثال جيد,neutral,14-07-2025,by Florance M
Jumia Jumia Flyers – Large Size – 50x60 – 50Pcs,https://www.jumia.com.eg/jumia-jumia-flyers-large-size-50x60-50pcs-33488760.html,JU639IP041HZLNAFAMZ,4.2 out of 5,5 out of 5,فلاير ممتاز,فلاير قوي,neutral,13-07-2025,by احمد
Jumia Jumia Flyers – Large Size – 50x60 – 50Pcs,https://www.jumia.com.eg/jumia-jumia-flyers-large-size-50x60-50pcs-33488760.html,JU639IP041HZLNAFAMZ,4.2 out of 5,5 out of 5,رائع,جودة عالية,neutral,13-07-2025,by Sherif
Jumia Jumia Flyers – Large Size – 50x60 – 50Pcs,https://www.jumia.com.eg/jumia-jumia-flyers-large-size-50x60-50pcs-33488760.html,JU639IP041HZLNAFAMZ,4.2 out of 5,1 out of 5,شكرا ناس محترمه,شكرا مركز محترم والناس زوق,neutral,07-07-2025,by shima mohamed
Jumia Jumia Flyers – Large Size – 50x60 – 50Pcs,https://www.jumia.com.eg/jumia-jumia-flyers-large-size-50x60-50pcs-33488760.html,JU639IP041HZLNAFAMZ,4.2 out of 5,5 out of 5,جيد,منتج جيد,neutral,06-07-2025,by Ahmed
Jumia Jumia Flyers – Large Size – 50x60 – 50Pcs,https://www.jumia.com.eg/jumia-jumia-flyers-large-size-50x60-50pcs-33488760.html,JU639IP041HZLNAFAMZ,4.2 out of 5,4 out of 5,جيد,نوعية جيدة وممتازة,neutral,03-04-2025,by Shahinaz
Jumia Jumia Flyers – Large Size – 50x60 – 50Pcs,https://www.jumia.com.eg/jumia-jumia-flyers-large-size-50x60-50pcs-33488760.html,JU639IP041HZLNAFAMZ,4.2 out of 5,5 out of 5,تقييم,ممتاز جدا تسلم ايدكم,neutral,04-02-2025,by محمد
"Sensodyne Toothpaste Rapid Action, 75 ml",https://www.jumia.com.eg/sensodyne-toothpaste-rapid-action-75-ml-27214699.html,SE261HB1NBNP4NAFAMZ,4.4 out of 5,5 out of 5,معجون سنسوداين,السعر,neutral,19-08-2025,by محمد
"Sensodyne Toothpaste Rapid Action, 75 ml",https://www.jumia.com.eg/sensodyne-toothpaste-rapid-action-75-ml-27214699.html,SE261HB1NBNP4NAFAMZ,4.4 out of 5,1 out of 5,الصلاحية قربت تخلص عشان كده عليه عرض,يعملوا العرض ويكون باقي في الصلاحية كتير,neutral,03-08-2025,by Mona
"Sensodyne Toothpaste Rapid Action, 75 ml",https://www.jumia.com.eg/sensodyne-toothpaste-rapid-action-75-ml-27214699.html,SE261HB1NBNP4NAFAMZ,4.4 out of 5,5 out of 5,غني عن التعريف,مش  محتاج تقييم,neutral,30-07-2025,by محمود
"Sensodyne Toothpaste Rapid Action, 75 ml",https://www.jumia.com.eg/sensodyne-toothpaste-rapid-action-75-ml-27214699.html,SE261HB1NBNP4NAFAMZ,4.4 out of 5,5 out of 5,المعجونجميلجداًجداًجداً,المعجون جميل جداً جداً جداً,neutral,27-07-2025,by سعاد غريب جاد الكريم
"Sensodyne Toothpaste Rapid Action, 75 ml",https://www.jumia.com.eg/sensodyne-toothpaste-rapid-action-75-ml-27214699.html,SE261HB1NBNP4NAFAMZ,4.4 out of 5,5 out of 5,كويس,كما بالوصف,neutral,06-07-2025,by Mohamed Ismail
"Sensodyne Toothpaste Rapid Action, 75 ml",https://www.jumia.com.eg/sensodyne-toothpaste-rapid-action-75-ml-27214699.html,SE261HB1NBNP4NAFAMZ,4.4 out of 5,5 out of 5,I like it,Excellent,positive,20-04-2025,by Tawfik
"Sensodyne Toothpaste Rapid Action, 75 ml",https://www.jumia.com.eg/sensodyne-toothpaste-rapid-action-75-ml-27214699.html,SE261HB1NBNP4NAFAMZ,4.4 out of 5,5 out of 5,جيد جدا,جيد جدا ممتاز,neutral,03-04-2025,by صلاح سمارت
"Sensodyne Toothpaste Rapid Action, 75 ml",https://www.jumia.com.eg/sensodyne-toothpaste-rapid-action-75-ml-27214699.html,SE261HB1NBNP4NAFAMZ,4.4 out of 5,5 out of 5,منتج رائع,تاريخ انتاج.حديث و خصم جامد جدا,neutral,02-03-2025,by Mohamed Nabil
"Sensodyne Toothpaste Rapid Action, 75 ml",https://www.jumia.com.eg/sensodyne-toothpaste-rapid-action-75-ml-27214699.html,SE261HB1NBNP4NAFAMZ,4.4 out of 5,5 out of 5,معجون سنسوداين مفعول سريع,منتج ممتاز وسعره أقل من الصيدليات والمولات,neutral,11-06-2023,by محمد
"Sensodyne Toothpaste Rapid Action, 75 ml",https://www.jumia.com.eg/sensodyne-toothpaste-rapid-action-75-ml-27214699.html,SE261HB1NBNP4NAFAMZ,4.4 out of 5,5 out of 5,جيد,جيد جدا,neutral,26-04-2023,by Rasha
Axe Body Spray for Men Black 150ML,https://www.jumia.com.eg/body-spray-for-men-black-150ml-axe-mpg3840687.html,AX642FF3A2FFNNAFAMZ,4.3 out of 5,1 out of 5,مش كويس,سعر مبالغ فيه,neutral,30-06-2025,by هاني
Axe Body Spray for Men Black 150ML,https://www.jumia.com.eg/body-spray-for-men-black-150ml-axe-mpg3840687.html,AX642FF3A2FFNNAFAMZ,4.3 out of 5,4 out of 5,Amazing fragrance,Very good fragrance but also very traditional you feel like you smell it daily every where,positive,10-06-2025,by Mohamed Hossam
Axe Body Spray for Men Black 150ML,https://www.jumia.com.eg/body-spray-for-men-black-150ml-axe-mpg3840687.html,AX642FF3A2FFNNAFAMZ,4.3 out of 5,4 out of 5,اكس,اكس كالعاده لا غني عنه,neutral,26-05-2025,by Waleed
Axe Body Spray for Men Black 150ML,https://www.jumia.com.eg/body-spray-for-men-black-150ml-axe-mpg3840687.html,AX642FF3A2FFNNAFAMZ,4.3 out of 5,5 out of 5,ريحتو حلوه,علي اد سعرو بس ثباتو لاخر الليل,neutral,29-01-2025,by Mero
Axe Body Spray for Men Black 150ML,https://www.jumia.com.eg/body-spray-for-men-black-150ml-axe-mpg3840687.html,AX642FF3A2FFNNAFAMZ,4.3 out of 5,3 out of 5,حجم العبوه اقل من المدون عليها,نعم,neutral,03-12-2024,by Ramez
Axe Body Spray for Men Black 150ML,https://www.jumia.com.eg/body-spray-for-men-black-150ml-axe-mpg3840687.html,AX642FF3A2FFNNAFAMZ,4.3 out of 5,4 out of 5,I like it,Good but expensive,neutral,24-11-2024,by Mahmoud
Axe Body Spray for Men Black 150ML,https://www.jumia.com.eg/body-spray-for-men-black-150ml-axe-mpg3840687.html,AX642FF3A2FFNNAFAMZ,4.3 out of 5,1 out of 5,جيد جدا,????????????????????????????,neutral,02-10-2024,by Badawy
Axe Body Spray for Men Black 150ML,https://www.jumia.com.eg/body-spray-for-men-black-150ml-axe-mpg3840687.html,AX642FF3A2FFNNAFAMZ,4.3 out of 5,5 out of 5,ممتاز,شكرا جوميا,neutral,16-09-2024,by George
Axe Body Spray for Men Black 150ML,https://www.jumia.com.eg/body-spray-for-men-black-150ml-axe-mpg3840687.html,AX642FF3A2FFNNAFAMZ,4.3 out of 5,5 out of 5,اصلي,ريحته حلوه,neutral,27-06-2024,by Mary
Axe Body Spray for Men Black 150ML,https://www.jumia.com.eg/body-spray-for-men-black-150ml-axe-mpg3840687.html,AX642FF3A2FFNNAFAMZ,4.3 out of 5,5 out of 5,ان شركتكم محترمة جدا وبتفهم اوى,المعامله الجميلة,neutral,12-06-2024,by Mohamed
Dice 100% Cotton Three Sleeveless Solid Men T-shirt - Colors,https://www.jumia.com.eg/dice-100-cotton-three-sleeveless-solid-men-t-shirt-colors-27457173.html,DI195FA0M4SS0NAFAMZ,4.1 out of 5,5 out of 5,100% قطن ناعم بس اتنين أبيض,جميل جدا بس اتنين جم ابيض,neutral,24-08-2025,by Afaf
Dice 100% Cotton Three Sleeveless Solid Men T-shirt - Colors,https://www.jumia.com.eg/dice-100-cotton-three-sleeveless-solid-men-t-shirt-colors-27457173.html,DI195FA0M4SS0NAFAMZ,4.1 out of 5,1 out of 5,إستلمت ألوان غير المعروضة,الألوان غير المعروضة,neutral,23-07-2025,by محمد
Dice 100% Cotton Three Sleeveless Solid Men T-shirt - Colors,https://www.jumia.com.eg/dice-100-cotton-three-sleeveless-solid-men-t-shirt-colors-27457173.html,DI195FA0M4SS0NAFAMZ,4.1 out of 5,2 out of 5,اختلاف الالوان,الباكت مفتوح و فيه تلاعب فى الالوان حاجة سيئة جداااا,neutral,23-07-2025,by Hossam
Dice 100% Cotton Three Sleeveless Solid Men T-shirt - Colors,https://www.jumia.com.eg/dice-100-cotton-three-sleeveless-solid-men-t-shirt-colors-27457173.html,DI195FA0M4SS0NAFAMZ,4.1 out of 5,5 out of 5,الالوان متشابهة,"مقدرش اقول ان المنتج مش كويس هو كويس جدا 
بس ضرورى طالما متواجد الوان 
 يبقى الطبيعى يوصلنى الوان مختلفة",neutral,24-06-2025,by Dalia
Dice 100% Cotton Three Sleeveless Solid Men T-shirt - Colors,https://www.jumia.com.eg/dice-100-cotton-three-sleeveless-solid-men-t-shirt-colors-27457173.html,DI195FA0M4SS0NAFAMZ,4.1 out of 5,1 out of 5,المنتج غير اللون ابيض غير اللي موجود.في الصورة,غير راضي عن المنتج غير الصورة تمام اللون اللي جايلي ابيض بس,neutral,10-06-2025,by محمد
Dice 100% Cotton Three Sleeveless Solid Men T-shirt - Colors,https://www.jumia.com.eg/dice-100-cotton-three-sleeveless-solid-men-t-shirt-colors-27457173.html,DI195FA0M4SS0NAFAMZ,4.1 out of 5,4 out of 5,good,خامة جيدة و تغليف جيد و ألوان كما بالعرض,neutral,05-09-2024,by Ayman
Dice 100% Cotton Three Sleeveless Solid Men T-shirt - Colors,https://www.jumia.com.eg/dice-100-cotton-three-sleeveless-solid-men-t-shirt-colors-27457173.html,DI195FA0M4SS0NAFAMZ,4.1 out of 5,1 out of 5,اسوان,سيئه جدا,neutral,17-03-2024,by Mahmoud
Dice 100% Cotton Three Sleeveless Solid Men T-shirt - Colors,https://www.jumia.com.eg/dice-100-cotton-three-sleeveless-solid-men-t-shirt-colors-27457173.html,DI195FA0M4SS0NAFAMZ,4.1 out of 5,1 out of 5,ما جتش الثلاثه الالوان,"ما دام العرض ابيض
 اسود جراي لازم يتبعت كده",neutral,17-12-2023,by Samar
Dice 100% Cotton Three Sleeveless Solid Men T-shirt - Colors,https://www.jumia.com.eg/dice-100-cotton-three-sleeveless-solid-men-t-shirt-colors-27457173.html,DI195FA0M4SS0NAFAMZ,4.1 out of 5,5 out of 5,Very good quality,❤️❤️,neutral,26-11-2023,by Manar Ali
Dice 100% Cotton Three Sleeveless Solid Men T-shirt - Colors,https://www.jumia.com.eg/dice-100-cotton-three-sleeveless-solid-men-t-shirt-colors-27457173.html,DI195FA0M4SS0NAFAMZ,4.1 out of 5,4 out of 5,جيد,مش واو بس حلوين,neutral,25-06-2023,by محمد
LC Waikiki Crew Neck Regular Short Sleeve Women's T-Shirt,https://www.jumia.com.eg/lc-waikiki-crew-neck-regular-short-sleeve-womens-t-shirt-130108638.html,LC160MW31CWH3NAFAMZ,4 out of 5,3 out of 5,يمشي,طلع كروب اكتر من تيشرت وكمان الفيت slim,neutral,20-08-2025,by Rahma
LC Waikiki Crew Neck Regular Short Sleeve Women's T-Shirt,https://www.jumia.com.eg/lc-waikiki-crew-neck-regular-short-sleeve-womens-t-shirt-130108638.html,LC160MW31CWH3NAFAMZ,4 out of 5,5 out of 5,تحفة,حلو اوي والخامة تحفة,neutral,14-07-2025,by Hanaa
Kolagra Whitening Roll on 2*1 promopack 1+1 Cotton Candy(total weight 120ml),https://www.jumia.com.eg/kolagra-whitening-roll-on-21-promopack-11-cotton-candytotal-weight-120ml-130265673.html,KO681ST29YG7FNAFAMZ,4.1 out of 5,5 out of 5,جميل مفعوله يوم,وريحته حلوة,neutral,12-08-2025,by سلوان
Clorox Clorox for Colors Regular 950ML,https://www.jumia.com.eg/clorox-clorox-for-colors-regular-950ml-17653046.html,CL545CP124I8NNAFAMZ,4.1 out of 5,5 out of 5,كويس,كويسه,neutral,14-07-2024,by Ali
Clorox Clorox for Colors Regular 950ML,https://www.jumia.com.eg/clorox-clorox-for-colors-regular-950ml-17653046.html,CL545CP124I8NNAFAMZ,4.1 out of 5,5 out of 5,جميل,تحفة للبقع ومش بيسبب أى حساسية وبيحافظ على الملابس,neutral,23-06-2024,by د زينب
Clorox Clorox for Colors Regular 950ML,https://www.jumia.com.eg/clorox-clorox-for-colors-regular-950ml-17653046.html,CL545CP124I8NNAFAMZ,4.1 out of 5,3 out of 5,لا بأس به,لا بأس به,neutral,13-11-2023,by Enas
Clorox Clorox for Colors Regular 950ML,https://www.jumia.com.eg/clorox-clorox-for-colors-regular-950ml-17653046.html,CL545CP124I8NNAFAMZ,4.1 out of 5,4 out of 5,جيد,جيد…..,neutral,15-06-2021,by محمد البابلي
Clorox Clorox for Colors Regular 950ML,https://www.jumia.com.eg/clorox-clorox-for-colors-regular-950ml-17653046.html,CL545CP124I8NNAFAMZ,4.1 out of 5,5 out of 5,Very good,Very good,positive,16-01-2021,by Mahmoud
Clorox Clorox for Colors Regular 950ML,https://www.jumia.com.eg/clorox-clorox-for-colors-regular-950ml-17653046.html,CL545CP124I8NNAFAMZ,4.1 out of 5,1 out of 5,I don't like it at all,I don't like it at all,neutral,24-08-2020,by Mohamed
Activ Self Pattern One Thong Flip Flop - Pink & Beige,https://www.jumia.com.eg/activ-self-pattern-one-thong-flip-flop-pink-beige-132224308.html,AC452FS2ZDCY7NAFAMZ,4.4 out of 5,1 out of 5,النعل ناشف جدا,الشبشب غير مريح وناشف,neutral,20-08-2025,by Karim
Activ Self Pattern One Thong Flip Flop - Pink & Beige,https://www.jumia.com.eg/activ-self-pattern-one-thong-flip-flop-pink-beige-132224308.html,AC452FS2ZDCY7NAFAMZ,4.4 out of 5,5 out of 5,تحفه,تحفه,neutral,17-08-2025,by Rana
Activ Self Pattern One Thong Flip Flop - Pink & Beige,https://www.jumia.com.eg/activ-self-pattern-one-thong-flip-flop-pink-beige-132224308.html,AC452FS2ZDCY7NAFAMZ,4.4 out of 5,5 out of 5,مريح وحلواوي,مريح اوي,neutral,05-08-2025,by Heba
Activ Self Pattern One Thong Flip Flop - Pink & Beige,https://www.jumia.com.eg/activ-self-pattern-one-thong-flip-flop-pink-beige-132224308.html,AC452FS2ZDCY7NAFAMZ,4.4 out of 5,5 out of 5,Comfy,Comfortable slipper and elegant,positive,05-08-2025,by MAHA
